NetVolume (m³),NetWeight (kg),OuterSurfaceArea (mm²),Area (mm²),Volume (m³),Area per tons (mm²),Net surface area (mm²),Volume (m³).1,Weight (kg),CenterOfGravityX (mm),CenterOfGravityZ (mm),CenterOfGravityY (mm),Height (mm),Length (mm),Width (mm),AnomalyFlag,Scores
0.0013566093516454,10.64938341042,549721.6916397762,567386.946773576,0.0013566093516454,50999000.00000001,567000.0000000001,0.001,10.78,165.97013772230272,2027.066324955216,3238.327359161816,60.0,2359.3,60,1,0.0911931105457
0.0013566093516454,10.64938341042,549721.6916397762,567386.946773576,0.0013566093516454,50999000.00000001,567000.0000000001,0.001,10.78,4301.029862289568,2027.066324955216,1228.672640838867,60.0,2359.3,60,1,0.08318077586678085
0.0003340604151829,2.622374259187311,172091.73839742207,177681.2504758039,0.0003340604151829,64887000.0,178000.00000000003,0.0,2.65,3404.681632144017,4249.10969753114,2234.377624623808,35.0,1265.4,35,1,0.1548980387863792
0.0003340604151829,2.622374259187311,172091.73839742207,177681.2504758039,0.0003340604151829,64887000.0,178000.00000000003,0.0,2.65,2234.377624623808,4249.10969753114,1062.318364904769,35.0,1265.4,35,1,0.14312948659886282
0.0003340604151829,2.622374259187311,172091.73839742207,177681.2504758039,0.0003340604151829,64887000.0,178000.00000000003,0.0,2.65,1062.318364904769,4249.10969753114,2232.622386297352,35.0,1265.4,35,1,0.15480800598496902
0.0003340604151829,2.622374259187311,172091.73839742207,177681.2504758039,0.0003340604151829,64887000.0,178000.00000000003,0.0,2.65,2232.622386297352,4249.10969753114,3404.681632144017,35.0,1265.4,35,1,0.14004398423126513
0.0007569411043188,5.94198766889826,385940.3686767781,398998.05490474496,0.0007569411043188,64107999.99999999,399000.00000000006,0.001,6.02,2295.1149791268926,12355.943398145624,1100.9559886900172,40.0,2489.9,40,1,0.14860682265228936
0.0007569411043188,5.94198766889826,385940.3686767781,398998.05490474496,0.0007569411043188,64107999.99999999,399000.00000000006,0.001,6.02,1100.9559886900172,12355.943398145624,2171.885020873107,40.0,2489.9,40,1,0.15478718996221003
0.0007569411043188,5.94198766889826,385940.3686767781,398998.05490474496,0.0007569411043188,64107999.99999999,399000.00000000006,0.001,6.02,3366.0440113099826,12355.943398145624,2295.1149791268926,40.0,2489.9,40,1,0.1511667444730016
0.0007569411043188,5.94198766889826,385940.3686767781,398998.05490474496,0.0007569411043188,64107999.99999999,399000.00000000006,0.001,6.02,2171.885020873107,12355.943398145624,3366.0440113099826,40.0,2489.9,40,1,0.1480079224611856
0.0014929493872695,11.7196526900613,604969.0441152669,624294.0920777816,0.0014929493872695,50999000.00000001,624000.0,0.002,11.86,3368.423414156132,425.99569843014274,22.20696324221982,60.0,2596.4,60,1,0.03749657631462855
0.0014929493872695,11.7196526900613,604969.0441152669,624294.0920777816,0.0014929493872695,50999000.00000001,624000.0,0.002,11.86,4444.7930318205,425.99569843014274,3368.423414156132,60.0,2596.4,60,1,0.03664299807521321
0.0014929493872695,11.7196526900613,604969.0441152669,624294.0920777816,0.0014929493872695,50999000.00000001,624000.0,0.002,11.86,22.20696324221982,426.0777685285723,1098.5198958613944,60.0,2596.4,60,1,0.03876444460808148
0.0014929493872695,11.7196526900613,604969.0441152669,624294.0920777816,0.0014929493872695,50999000.00000001,624000.0,0.002,11.86,1098.5198958613944,425.99569843014274,4444.7930318205,60.0,2596.4,60,1,0.03634020273205252
0.0004324715339643,3.39490154161883,220503.57987986,228224.5968235426,0.0004324715339643,64107999.99999999,228000.00000000003,0.0,3.44,2227.201166894836,23912.93212145748,2844.9767658556734,40.0,1422.6,40,1,0.19871680405179654
0.0004324715339643,3.39490154161883,220503.57987986,228224.5968235426,0.0004324715339643,64107999.99999999,228000.00000000003,0.0,3.44,2844.9767658556734,23912.93212145748,2239.796550715785,40.0,1422.6,40,1,0.19780760284163657
1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,5076.620466514195,19434.00008147847,2265.9982191074246,30.0,68.0,30,1,0.136649830582512
1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,-609.7804665242198,19434.00008147847,2200.9982191074123,30.0,68.0,30,1,0.1428521323789344
1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,-609.7804665242198,23434.00008147068,2200.9982191074123,30.0,68.0,30,1,0.1417799808552978
1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,-109.3104667658918,19434.00008147847,2266.013771244133,30.0,68.0,30,1,0.15209731397525217
1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,4576.3104667558855,19434.00008147847,2266.013771244133,30.0,68.0,30,1,0.147356159190616
1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,-109.4704667658918,19434.00008147847,2201.013771244133,30.0,68.0,30,1,0.15175385974563782
1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,4576.470466755885,19434.00008147847,2201.013771244133,30.0,68.0,30,1,0.14723886971910788
1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,-109.4704667658918,23434.00008147068,2201.013771244133,30.0,68.0,30,1,0.1510026765562315
1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,-109.3104667658918,23434.00008147068,2266.013771244133,30.0,68.0,30,1,0.15190089752919927
1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,-609.6204665187489,23434.00008147068,2265.9982191074246,30.0,68.0,30,1,0.14208582828303062
1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,-609.6204665187489,19434.00008147847,2265.9982191074246,30.0,68.0,30,1,0.142592110369187
1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,5076.780466514205,19434.00008147847,2200.9982191074123,30.0,68.0,30,1,0.13652972947067038
0.0009744581620239,7.64949657189115,492894.52127843606,510578.8987332712,0.0009744581620239,63512000.0,511000.00000000006,0.001,7.76,2159.279355716915,10979.257830842298,1009.30588521107,45.0,2832.7,45,1,0.14716931254784377
0.0009744581620239,7.64949657189115,492894.52127843606,510578.8987332712,0.0009744581620239,63512000.0,511000.00000000006,0.001,7.76,3457.6941147512325,10979.257830842298,2159.279355716915,45.0,2832.7,45,1,0.1496502713018561
0.0009744581620239,7.64949657189115,492894.52127843606,510578.8987332712,0.0009744581620239,63512000.0,511000.00000000006,0.001,7.76,1009.30588521107,10979.257830842298,2307.720644250203,45.0,2832.7,45,1,0.14794353747811012
0.0009744581620239,7.64949657189115,492894.52127843606,510578.8987332712,0.0009744581620239,63512000.0,511000.00000000006,0.001,7.76,2307.720644250203,10979.257830842298,3457.6941147512325,45.0,2832.7,45,1,0.14147366284829066
0.0002874247201419,2.25628405311226,148067.28812975704,152950.2000752845,0.0002874247201419,64887000.0,153000.00000000003,0.0,2.29,2233.441722046017,7248.872965837933,1234.571368030587,35.0,1088.7,35,1,0.15007946595069993
0.0002874247201419,2.25628405311226,148067.28812975704,152950.2000752845,0.0002874247201419,64887000.0,153000.00000000003,0.0,2.29,2233.519947961025,7248.872965837933,3232.42862446054,35.0,1088.7,35,1,0.1496720245930342
0.0002874247201419,2.25628405311226,148067.28812975704,152950.2000752845,0.0002874247201419,64887000.0,153000.00000000003,0.0,2.29,1234.571368030587,7248.872965837933,2233.519947961025,35.0,1088.7,35,1,0.1616315139329238
0.0002874247201419,2.25628405311226,148067.28812975704,152950.2000752845,0.0002874247201419,64887000.0,153000.00000000003,0.0,2.29,3232.42862446054,7248.872965837933,2233.441722046017,35.0,1088.7,35,1,0.15873756891018487
0.0003808299973881,2.98951547949635,196185.16084439203,202483.3016451921,0.0003808299973881,64887000.0,202000.00000000003,0.0,3.02,2232.622386297352,1251.6296330668963,881.9119517629953,35.0,1442.5000000000002,35,1,0.13765361098007795
0.0003808299973881,2.98951547949635,196185.16084439203,202483.3016451921,0.0003808299973881,64887000.0,202000.00000000003,0.0,3.02,881.6878591478072,1251.6296330668963,2234.5530275668766,35.0,1442.5000000000002,35,1,0.14223132863374338
0.0003808299973881,2.98951547949635,196185.16084439203,202483.3016451921,0.0003808299973881,64887000.0,202000.00000000003,0.0,3.02,2234.377624623808,1251.6296330668963,3585.5362367327257,35.0,1442.5000000000002,35,1,0.12415492855585708
0.0003808299973881,2.98951547949635,196185.16084439203,202483.3016451921,0.0003808299973881,64887000.0,202000.00000000003,0.0,3.02,3585.312137449176,1251.6296330668963,2232.895160928824,35.0,1442.5000000000002,35,1,0.147055761377268
0.0004730738442973,3.713629677276991,164175.12873353087,164175.12873353087,0.0004730738442973,44209000.00000001,164000.0,0.0,3.71,2824.361400991559,20369.86860907244,1637.1966789210633,310.0,360.0,6,1,0.09131245811740751
0.0004730738442973,3.713629677276991,164175.12873353087,164175.12873353087,0.0004730738442973,44209000.00000001,164000.0,0.0,3.71,1642.6385990019512,20369.86860907244,2829.8033210789367,310.0,360.0,6,1,0.09843608147449823
0.0002859912871902,2.2450316044421905,145817.92716338902,151129.73010012828,0.0002859912871902,64107999.99999999,151000.00000000003,0.0,2.27,4183.506589932948,19388.52631376837,2290.713612951653,40.0,940.8,40,1,0.1583363397954936
0.0002859912871902,2.2450316044421905,145817.92716338902,151129.73010012828,0.0002859912871902,64107999.99999999,151000.00000000003,0.0,2.27,283.4931015669022,23388.52631376557,2290.713612951653,40.0,940.8,40,1,0.15018551731974106
0.0002859912871902,2.2450316044421905,145817.92716338902,151129.73010012828,0.0002859912871902,64107999.99999999,151000.00000000003,0.0,2.27,283.4931015669022,19388.52631376837,2290.713612951653,40.0,940.8,40,1,0.14851822512442264
0.0006438601917641,5.05430250535085,328283.98189456214,339481.7851388139,0.0006438601917641,64107999.99999999,339000.0,0.001,5.119999999999999,3136.517408734981,14907.163250384236,2296.83568192254,40.0,2117.9,40,1,0.17144528815666216
0.0006438601917641,5.05430250535085,328283.98189456214,339481.7851388139,0.0006438601917641,64107999.99999999,339000.0,0.001,5.119999999999999,2296.83568192254,14907.163250384236,1330.4828896086324,40.0,2117.9,40,1,0.1703764611852685
0.0006438601917641,5.05430250535085,328283.98189456214,339481.7851388139,0.0006438601917641,64107999.99999999,339000.0,0.001,5.119999999999999,2170.164318039992,14907.163250384236,3136.517408734981,40.0,2117.9,40,1,0.16782257852682558
0.0006438601917641,5.05430250535085,328283.98189456214,339481.7851388139,0.0006438601917641,64107999.99999999,339000.0,0.001,5.119999999999999,1330.4828896086324,14907.163250384236,2170.164318039992,40.0,2117.9,40,1,0.17307959912027238
0.0092842056921264,72.88101468400322,2357317.7651072005,2420833.89899206,0.0092842056921264,32053000.0,2421000.0,0.01,73.55,3629.265413692453,8995.00778409528,3629.265413692453,100.0,6044.4,100,-1,-0.13807225157284952
0.0092842056921264,72.88101468400322,2357317.7651072005,2420833.89899206,0.0092842056921264,32053000.0,2421000.0,0.01,73.55,837.7344646867358,8995.00778409528,3629.265413692453,100.0,6044.4,100,-1,-0.13807225157284952
0.0092842056921264,72.88101468400322,2357317.7651072005,2420833.89899206,0.0092842056921264,32053000.0,2421000.0,0.01,73.55,3629.265413692453,8995.00778409528,837.7344646867358,100.0,6044.4,100,-1,-0.13603601408186783
0.0092842056921264,72.88101468400322,2357317.7651072005,2420833.89899206,0.0092842056921264,32053000.0,2421000.0,0.01,73.55,837.7344646867358,8995.00778409528,837.7344646867358,100.0,6044.4,100,-1,-0.13603601408186783
0.0004556344880619,3.57673073129002,235071.49072777003,240374.2334880533,0.0004556344880619,64107999.99999999,240000.00000000003,0.0,3.67,2814.218133246284,22877.56060783733,2226.3297367498044,40.0,1516.6,40,1,0.2033403546586357
0.0004610491560286,3.61923587481213,235071.49072777003,243265.4505412777,0.0004610491560286,64107999.99999999,243000.00000000003,0.0,3.67,2240.429392690517,20937.92530136373,1619.026407253333,40.0,1516.6,40,1,0.1992556603376599
0.0004610491560286,3.61923587481213,235071.49072777003,243265.4505412777,0.0004610491560286,64107999.99999999,243000.00000000003,0.0,3.67,2226.571381517432,20937.92530136373,2847.973588352389,40.0,1516.6,40,1,0.2018977325978556
0.001046007289298,8.211157220986129,529085.0671736391,548017.3955627754,0.001046007289298,63512000.0,548017.3955627754,0.001,8.33,2305.252038918997,9502.403282320143,842.8860769151679,45.0,3040.7,45,1,0.134256915899909
0.001046007289298,8.211157220986129,529085.0671736391,548017.3955627754,0.001046007289298,63512000.0,548017.3955627754,0.001,8.33,3624.1139230081353,9502.403282320143,2305.252038918997,45.0,3040.7,45,1,0.1427368740160747
0.001046007289298,8.211157220986129,529085.0671736391,548017.3955627754,0.001046007289298,63512000.0,548017.3955627754,0.001,8.33,842.8860769151679,9502.403282320143,2161.74796104424,45.0,3040.7,45,1,0.1404512396210495
0.001046007289298,8.211157220986129,529085.0671736391,548017.3955627754,0.001046007289298,63512000.0,548017.3955627754,0.001,8.33,2161.74796104424,9502.403282320143,3624.1139230081353,45.0,3040.7,45,1,0.1303600773603008
0.0003956,3.10546000000566,200099.99425000005,207688.0000000399,0.0003956,63512000.0,208000.00000000003,0.0,3.15,2233.441722046017,20387.27270885793,1614.772897344971,45.0,1150.0000000000002,45,1,0.18657128567368386
0.0003956,3.10546000000566,200099.99425000005,207688.0000000399,0.0003956,63512000.0,208000.00000000003,0.0,3.15,1654.226744186045,20362.72674418605,2233.519947961025,45.0,1150.0000000000002,45,1,0.18658117093560755
0.0003956,3.10546000000566,200099.99425000005,207688.0000000399,0.0003956,63512000.0,208000.00000000003,0.0,3.15,2812.773255815732,24387.273255815653,2233.519947961025,45.0,1150.0000000000002,45,1,0.18281590837004003
0.0003956,3.10546000000566,200099.99425000005,207688.0000000399,0.0003956,63512000.0,208000.00000000003,0.0,3.15,2812.773255815732,20362.72674418605,2233.519947961025,45.0,1150.0000000000002,45,1,0.18758283384279162
0.0003956,3.10546000000566,200099.99425000005,207688.0000000399,0.0003956,63512000.0,208000.00000000003,0.0,3.15,2233.441722046017,20387.27270885793,2852.227102654996,45.0,1150.0000000000002,45,1,0.185391282059718
0.0003956,3.10546000000566,200099.99425000005,207688.0000000399,0.0003956,63512000.0,208000.00000000003,0.0,3.15,1654.226744186045,24387.273255815653,2233.519947961025,45.0,1150.0000000000002,45,1,0.18297415257173782
0.0012542995806403,9.846251708024,526661.2528400071,526661.2528400071,0.0012542995806403,53489000.0,527000.0,0.001,9.85,4135.076789050215,3423.688136157181,1239.9376705069471,55.0,2389.1,55,1,0.11503530517444238
0.0012542995806403,9.846251708024,526661.2528400071,526661.2528400071,0.0012542995806403,53489000.0,527000.0,0.001,9.85,331.9232234184225,3423.688136157181,3227.062330999032,55.0,2389.1,55,1,0.10779190320131637
0.0012542995806403,9.846251708024,526661.2528400071,526661.2528400071,0.0012542995806403,53489000.0,527000.0,0.001,9.85,1239.9376705069471,3423.688136157181,331.9232234184225,55.0,2389.1,55,1,0.11712668719359903
0.0012542995806403,9.846251708024,526661.2528400071,526661.2528400071,0.0012542995806403,53489000.0,527000.0,0.001,9.85,3227.062330999032,3423.688136157181,4135.076789050215,55.0,2389.1,55,1,0.10388468064618617
0.001091236102443,8.56620340413574,559031.9508369309,574911.0843803107,0.001091236102443,64107999.99999999,575000.0000000001,0.001,8.719999999999999,4066.846478748308,4229.788474507146,2233.441722046017,40.0,3606.7,40,1,0.09687489525313697
0.001091236102443,8.56620340413574,559031.9508369309,574911.0843803107,0.001091236102443,64107999.99999999,575000.0000000001,0.001,8.719999999999999,2233.441722046017,4229.788474507146,400.15351984638096,40.0,3606.7,40,1,0.1001332022215084
0.0005974217104475,4.689760427008121,304606.466566613,315040.47918304004,0.0005974217104475,64107999.99999999,315040.47918304004,0.001,4.75,1449.5391276641924,16230.61087059405,2169.6709580711,40.0,1965.2,40,1,0.1714292265504495
0.0005974217104475,4.689760427008121,304606.466566613,315040.47918304004,0.0005974217104475,64107999.99999999,315040.47918304004,0.001,4.75,2169.6709580711,16230.61087059405,3017.460875448718,40.0,1965.2,40,1,0.17060984498821624
0.0005974217104475,4.689760427008121,304606.466566613,315040.47918304004,0.0005974217104475,64107999.99999999,315040.47918304004,0.001,4.75,2297.32863394221,16230.61087059405,1449.5391276641924,40.0,1965.2,40,1,0.1757809162688342
0.0005974217104475,4.689760427008121,304606.466566613,315040.47918304004,0.0005974217104475,64107999.99999999,315040.47918304004,0.001,4.75,3017.460875448718,16230.61087059405,2297.32863394221,40.0,1965.2,40,1,0.1735924664147192
0.0014930905913226,11.720761141891096,605026.2624521999,624353.029421656,0.0014930905913226,50999000.00000001,624000.0,0.002,11.86,3368.5363633478896,422.3854443858289,4403.649209715206,60.0,2596.7,60,1,0.03768737921564036
0.0014930905913226,11.720761141891096,605026.2624521999,624353.029421656,0.0014930905913226,50999000.00000001,624000.0,0.002,11.86,63.35079156534998,422.3854443858289,3368.5363633478896,60.0,2596.7,60,1,0.037331997221986546
0.0014930905913226,11.720761141891096,605026.2624521999,624353.029421656,0.0014930905913226,50999000.00000001,624000.0,0.002,11.86,4403.649209715206,422.3854443858289,1098.4636385139474,60.0,2596.7,60,1,0.039046790012377985
0.0014930905913226,11.720761141891096,605026.2624521999,624353.029421656,0.0014930905913226,50999000.00000001,624000.0,0.002,11.86,1098.4636385139474,422.3854443858289,63.35079156534998,60.0,2596.7,60,1,0.03951328421776279
0.0003191848288552,2.50560090650952,164428.557144774,169792.6819686347,0.0003191848288552,64887000.0,170000.00000000003,0.0,2.53,2173.34976594495,26903.845552541807,2576.731315694428,35.0,1209.0,35,1,0.1785878664204355
0.0003191848288552,2.50560090650952,164428.557144774,169792.6819686347,0.0003191848288552,64887000.0,170000.00000000003,0.0,2.53,2576.731315694428,26903.845552541807,2293.598506482805,35.0,1209.0,35,1,0.18139778714681343
0.0003191848288552,2.50560090650952,164428.557144774,169792.6819686347,0.0003191848288552,64887000.0,170000.00000000003,0.0,2.53,2293.6003977978057,26903.845552541807,1890.2143383975035,35.0,1209.0,35,1,0.18177039942647066
0.0003191848288552,2.50560090650952,164428.557144774,169792.6819686347,0.0003191848288552,64887000.0,170000.00000000003,0.0,2.53,1890.2143383975035,26903.845552541807,2173.4014947979967,35.0,1209.0,35,1,0.18189321848911577
0.0004271057725888,3.3527803148147197,220410.90549524405,225368.226447738,0.0004271057725888,64107999.99999999,225000.00000000003,0.0,3.44,1652.773095914023,19913.347240144027,2239.796550715785,40.0,1422.0,40,1,0.19855037493776706
0.0004271057725888,3.3527803148147197,220410.90549524405,225368.226447738,0.0004271057725888,64107999.99999999,225000.00000000003,0.0,3.44,2814.218133246284,19913.347240144027,2227.201166894836,40.0,1422.0,40,1,0.20011618575472867
0.0007488942417257,5.878819797546989,381837.527520183,394762.8640661125,0.0007488942417257,64107999.99999999,395000.00000000006,0.001,5.96,1344.7307358265189,4227.416315789475,1343.504620315315,40.0,2463.5000000000005,40,1,0.1433815908467942
0.0007488942417257,5.878819797546989,381837.527520183,394762.8640661125,0.0007488942417257,64107999.99999999,395000.00000000006,0.001,5.96,1343.504620315315,4227.416315789475,3122.2692790786896,40.0,2463.5000000000005,40,1,0.14804992300206127
0.0007488942417257,5.878819797546989,381837.527520183,394762.8640661125,0.0007488942417257,64107999.99999999,395000.00000000006,0.001,5.96,3123.4953777380165,4227.416315789475,1344.7307358265189,40.0,2463.5000000000005,40,1,0.1393985042496732
0.0007488942417257,5.878819797546989,381837.527520183,394762.8640661125,0.0007488942417257,64107999.99999999,395000.00000000006,0.001,5.96,3122.2692790786896,4227.416315789475,3123.4953777380165,40.0,2463.5000000000005,40,1,0.1464337087619761
0.001046007289298,8.211157220986129,529124.5894300439,548058.2806568753,0.001046007289298,63512000.0,548017.3955627754,0.001,8.33,2161.891472738148,9499.369017601382,876.1142841174635,45.0,3040.9,45,1,0.1343160753825915
0.001046007289298,8.211157220986129,529124.5894300439,548058.2806568753,0.001046007289298,63512000.0,548017.3955627754,0.001,8.33,876.1142841174635,9499.369017601382,2305.108527225332,45.0,3040.9,45,1,0.13994641674070651
0.001046007289298,8.211157220986129,529124.5894300439,548058.2806568753,0.001046007289298,63512000.0,548017.3955627754,0.001,8.33,2305.108527225332,9499.369017601382,3590.8857158363994,45.0,3040.9,45,1,0.12989599855382045
0.001046007289298,8.211157220986129,529124.5894300439,548058.2806568753,0.001046007289298,63512000.0,548017.3955627754,0.001,8.33,3590.8857158363994,9499.369017601382,2161.891472738148,45.0,3040.9,45,1,0.14284546852488722
